time,dickens county,ward county,denton county,deaf smith county,hood county,upton county,milam county,reeves county,bell county
2021-01-01 00:00:00,0.0,30.668039999999998,4.358333333333333,0.0,0.0,0.0,26.939911666666664,8.049999999999999,0.0
2021-01-01 01:00:00,0.0,30.909526666666665,4.416666666666667,0.0,0.0,0.0,22.364431666666665,8.375,0.0
2021-01-01 02:00:00,0.0,31.03488833333333,4.408333333333334,0.0,0.0,0.0,27.052759166666664,7.8583333333333325,0.0
2021-01-01 03:00:00,0.0,30.631266666666665,4.4,0.0,0.0,0.0,27.083536666666664,7.2,0.0
2021-01-01 04:00:00,0.0,30.454635,4.633333333333333,0.0,0.0,0.0,27.59648333333333,7.183333333333334,0.0
2021-01-01 05:00:00,0.0,30.4359725,4.7250000000000005,0.0,0.0,0.0,27.45286,6.75,0.0
2021-01-01 06:00:00,0.0,30.39449,4.858333333333333,0.0,0.0,0.0,27.45286,6.483333333333333,0.0
2021-01-01 07:00:00,0.0,30.625829166666666,4.841666666666667,0.0,0.0,0.0,27.45286,6.833333333333333,0.0
2021-01-01 08:00:00,0.0,30.545759166666663,4.558333333333333,0.0,0.0,0.0,27.45286,6.833333333333333,0.0
2021-01-01 09:00:00,0.0,31.06550416666667,4.641666666666667,0.0,0.0,0.0,27.268195,6.383333333333334,0.0
2021-01-01 10:00:00,0.0,30.56515,4.525,0.0,0.0,0.0,27.165606666666665,6.583333333333333,0.0
2021-01-01 11:00:00,0.0,30.40174583333333,4.591666666666666,0.0,0.0,0.0,27.08354,6.583333333333334,0.0
2021-01-01 12:00:00,0.0,31.194857499999998,4.633333333333334,0.0,0.0,0.0,27.08354,6.458333333333333,0.0
2021-01-01 13:00:00,0.0,30.952281666666668,4.591666666666667,0.0,0.0,0.0,27.08354,6.508333333333333,0.0
2021-01-01 14:00:00,0.0,30.480725,4.516666666666667,0.0,0.0,0.0,27.08354,6.816666666666666,0.0
2021-01-01 15:00:00,0.0,30.58416583333333,4.575,0.0,0.0,0.0,26.98094833333333,6.841666666666667,0.0
2021-01-01 16:00:00,0.0,30.824024166666664,4.566666666666666,0.0,0.0,0.0,26.96043,6.191666666666667,0.0
2021-01-01 17:00:00,0.0,30.354092499999997,4.7250000000000005,0.0,0.0,0.0,26.91939333333333,6.316666666666666,0.0
2021-01-01 18:00:00,0.0,30.806809166666667,4.666666666666667,0.0,0.0,0.0,26.837319999999995,7.05,0.0
2021-01-01 19:00:00,0.0,31.20807833333333,4.466666666666667,0.0,0.0,0.0,26.786024166666664,7.116666666666667,0.0
2021-01-01 20:00:00,0.0,31.174926666666664,4.533333333333333,0.0,0.0,0.0,26.71421,7.016666666666667,0.0
2021-01-01 21:00:00,0.0,30.650832499999996,4.45,0.0,0.0,0.0,26.71421,7.133333333333334,0.0
2021-01-01 22:00:00,0.0,30.6629725,4.458333333333333,0.0,0.0,0.0,26.71421,6.691666666666666,0.0
2021-01-01 23:00:00,0.0,31.10463833333333,4.375,0.0,0.0,0.0,26.71421,6.758333333333333,0.0
2021-01-02 00:00:00,0.0,30.815504999999998,4.416666666666667,0.0,0.0,0.0,26.734728333333333,7.016666666666667,0.0
2021-01-02 01:00:00,0.0,30.875834166666667,4.408333333333334,0.0,0.0,0.0,26.91939333333333,6.783333333333333,0.0
2021-01-02 02:00:00,0.0,30.549565833333332,4.433333333333334,0.0,0.0,0.0,26.837319999999995,6.75,0.0
2021-01-02 03:00:00,0.0,30.928369166666666,4.4750000000000005,0.0,0.0,0.0,26.837319999999995,7.1416666666666675,0.0
2021-01-02 04:00:00,0.0,31.047030000000003,4.533333333333333,0.0,0.0,0.0,26.837319999999995,6.808333333333334,0.0
2021-01-02 05:00:00,0.0,30.278369166666664,4.633333333333334,0.0,0.0,0.0,26.837319999999995,6.591666666666667,0.0
2021-01-02 06:00:00,0.0,30.421304999999997,4.691666666666666,0.0,0.0,0.0,26.71421,6.875,0.0
2021-01-02 07:00:00,0.0,30.4562675,4.825,0.0,0.0,0.0,26.611626666666663,6.466666666666667,0.0
2021-01-02 08:00:00,0.0,30.187970833333335,4.65,0.0,0.0,0.0,26.642401666666668,6.508333333333333,0.0
2021-01-02 09:00:00,0.0,30.023296666666667,4.65,0.0,0.0,0.0,26.82706083333333,6.65,0.0
2021-01-02 10:00:00,0.0,29.869855,5.158333333333333,0.0,0.0,0.0,27.011725833333333,6.266666666666667,0.0
2021-01-02 11:00:00,0.0,30.2622525,5.466666666666668,0.0,0.0,0.0,27.08354,6.541666666666667,0.0
2021-01-02 12:00:00,0.0,30.2097125,5.95,0.0,0.0,0.0,27.165606666666665,7.883333333333333,0.0
2021-01-02 13:00:00,0.0,28.609060833333334,6.183333333333334,0.0,0.0,0.0,27.206640000000004,8.316666666666666,0.0
2021-01-02 14:00:00,0.0,28.569569166666668,6.208333333333333,0.0,0.0,0.0,27.206640000000004,8.233333333333333,0.0
2021-01-02 15:00:00,0.0,28.902360833333333,6.216666666666666,0.0,0.0,0.0,27.227158333333332,8.041666666666666,0.0
2021-01-02 16:00:00,0.0,28.673191666666668,6.1000000000000005,0.0,0.0,0.0,27.247676666666667,8.116666666666667,0.0
2021-01-02 17:00:00,0.0,30.33779416666667,6.166666666666667,0.0,0.0,0.0,27.206640000000004,8.258333333333333,0.0
2021-01-02 18:00:00,0.0,30.09739333333333,6.191666666666666,0.0,0.0,0.0,27.114315,8.416666666666666,0.0
2021-01-02 19:00:00,0.0,30.405908333333333,6.05,0.0,0.0,0.0,26.96043,8.216666666666667,0.0
